fecha;canal;sku;descripcion;marca;categoria;cantidad;venta_bruta_clp;costo_total_clp;margen_clp;margen_pct;estado_orden;estado_despacho;fuente;num_pedido;num_suborden
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Entregado;wivo;2000012607824269;2000016075777638
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Entregado;wivo;2000012614439045;2000016082165002
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Entregado;wivo;2000012614625687;2000016082360782
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Entregado;wivo;2000016078456358;2000016078456358
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Entregado;wivo;2000012623135079;2000016090505240
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012623135079;2000016090505240
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012613864381;2000016081609688
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012614439045;2000016082165002
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;3;119970.00;46986;8458.03;0.0839;Regular;Sin Información;wivo;2000012619900673;2000016087413056
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012613533769;2000016081316726
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012607824269;2000016075777638
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012612275365;2000016080111228
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012610137521;2000016078030256
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000016089605766;2000016089605766
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;3889.09;0.1157;Regular;Sin Información;wivo;2000012622089341;2000016089512146
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000016078456358;2000016078456358
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012614625687;2000016082360782
2026-04-21;Mercado Libre;R6362;Calientacamas 2 Plazas 100% Polyester Digital;Acqui;Ropa de Cama;1;39990.00;15662;2819.34;0.0839;Regular;Sin Información;wivo;2000012622723033;2000016090059982
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;10125.04;0.3013;Regular;Sin Información;wivo;2000012608042145;2000016075977576
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Sin Información;wivo;2000012622540631;2000016089950702
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11006.56;0.3275;Regular;Sin Información;wivo;2000012621067155;2000016088530388
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Sin Información;wivo;2000012618452725;2000016086026854
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Sin Información;wivo;2000016087027936;2000016087027936
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Entregado;wivo;2000012622540631;2000016089950702
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Entregado;wivo;2000012618452725;2000016086026854
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;10125.04;0.3013;Regular;Sin Información;wivo;2000012608042145;2000016075977576
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11530.09;0.3431;Regular;Entregado;wivo;2000016087027936;2000016087027936
2026-04-21;Mercado Libre;R6363;Manta Térmica Control Digital 180x30;Acqui;Ropa de Cama;1;39990.00;8021;11006.56;0.3275;Regular;Entregado;wivo;2000012621067155;2000016088530388
2026-04-21;Mercado Libre;R6384;Over Grip K-FIT Amarillo Pack 9 Unidades;K-Fit;Pádel;1;5990.00;8172;-6059.57;-1.2038;Regular;Entregado;wivo;2000016078920464;2000016078920464
2026-04-21;Mercado Libre;R6384;Over Grip K-FIT Amarillo Pack 9 Unidades;K-Fit;Pádel;1;5990.00;8172;-6059.57;-1.2038;Regular;Sin Información;wivo;2000016078920464;2000016078920464
2026-04-21;Mercado Libre;R6388;Over Grip K-FIT Amarillo Pack 15 Unidades;K-Fit;Pádel;1;9990.00;13620;-9675.63;-1.1526;Regular;Sin Información;wivo;2000016090475392;2000016090475392
2026-04-21;Mercado Libre;R6388;Over Grip K-FIT Amarillo Pack 15 Unidades;K-Fit;Pádel;1;9990.00;13620;-9675.63;-1.1526;Regular;Entregado;wivo;2000016090475392;2000016090475392
2026-04-21;Mercado Libre;R6391;Pack 2 Panel Calefactor 550W;B-Fresh;Calefacción Interior;1;129990.00;48342;20979.68;0.1921;Regular;Entregado;wivo;2000012619564531;2000016087102362
2026-04-21;Mercado Libre;R6391;Pack 2 Panel Calefactor 550W;B-Fresh;Calefacción Interior;1;129990.00;48342;20979.68;0.1921;Regular;Sin Información;wivo;2000012619564531;2000016087102362
2026-04-21;Mercado Libre;R6455;Paleta de Ping Pong K-FIT;K-Fit;Ping Pong;2;3980.00;3322;-3634.94;-1.0868;Regular;Sin Información;wivo;2000012621734041;2000016089170406
2026-04-21;Mercado Libre;R6455;Paleta de Ping Pong K-FIT;K-Fit;Ping Pong;2;3980.00;3322;-3634.94;-1.0868;Regular;Entregado;wivo;2000012621734041;2000016089170406
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012621110087;2000016088578340
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000016083083042;2000016083083042
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;3;14970.00;15366;-8827.00;-0.7017;Regular;Entregado;wivo;2000012620655669;2000016088131250
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Entregado;wivo;2000012621894315;2000016089331096
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Entregado;wivo;2000012621124793;2000016088565858
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012608258073;2000016076208642
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;2;9980.00;10244;-5884.67;-0.7017;Regular;Entregado;wivo;2000012618078883;2000016085678040
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Entregado;wivo;2000012619389021;2000016086900992
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Entregado;wivo;2000012610978289;2000016078833640
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012621297101;2000016088756016
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012616178517;2000016083842742
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012621972801;2000016089379880
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012620138637;2000016087641582
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Entregado;wivo;2000012622616287;2000016090017420
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012621972801;2000016089379880
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Sin Información;wivo;2000012610978289;2000016078833640
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;2;9980.00;10244;-5884.67;-0.7017;Regular;Sin Información;wivo;2000012618078883;2000016085678040
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012616178517;2000016083842742
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Sin Información;wivo;2000012619389021;2000016086900992
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000016083083042;2000016083083042
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012620138637;2000016087641582
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Sin Información;wivo;2000012621124793;2000016088565858
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012621297101;2000016088756016
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;3;14970.00;15366;-8827.00;-0.7017;Regular;Sin Información;wivo;2000012620655669;2000016088131250
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012621110087;2000016088578340
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012622616287;2000016090017420
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-3614.61;-0.8620;Regular;Sin Información;wivo;2000012621894315;2000016089331096
2026-04-21;Mercado Libre;R6457;Set 2 Paletas Ping Pong + Malla + 3 Pelotas K-FIT;K-Fit;Ping Pong;1;4990.00;5122;-2942.34;-0.7017;Regular;Sin Información;wivo;2000012608258073;2000016076208642
2026-04-21;Mercado Libre;R6460;Pelotas de Ping Pong TTB 900 3* x3 Blancas;K-Fit;Ping Pong;3;3300.00;678;-2629.26;-0.9481;Regular;Sin Información;wivo;2000012618228295;2000016085826182
2026-04-21;Mercado Libre;R6460;Pelotas de Ping Pong TTB 900 3* x3 Blancas;K-Fit;Ping Pong;3;3300.00;678;-2629.26;-0.9481;Regular;Entregado;wivo;2000012618228295;2000016085826182
2026-04-21;Mercado Libre;R6463;Raqueta de Tenis Niños K-FIT Jr. 23 Azul;K-Fit;Tenis;1;3990.00;1940;-281.35;-0.0839;Regular;Entregado;wivo;2000012621386327;2000016088848452
2026-04-21;Mercado Libre;R6463;Raqueta de Tenis Niños K-FIT Jr. 23 Azul;K-Fit;Tenis;1;3990.00;1940;-281.35;-0.0839;Regular;Sin Información;wivo;2000012621386327;2000016088848452
2026-04-21;Mercado Libre;R6464;Raqueta de Tenis Adultos K-FIT;K-Fit;Tenis;1;7990.00;3168;70.49;0.0105;Regular;Sin Información;wivo;2000016079634938;2000016079634938
2026-04-21;Mercado Libre;R6464;Raqueta de Tenis Adultos K-FIT;K-Fit;Tenis;1;7990.00;3168;742.76;0.1106;Regular;Sin Información;wivo;2000012614441235;2000016082179702
2026-04-21;Mercado Libre;R6464;Raqueta de Tenis Adultos K-FIT;K-Fit;Tenis;1;7990.00;3168;742.76;0.1106;Regular;Entregado;wivo;2000012614441235;2000016082179702
2026-04-21;Mercado Libre;R6464;Raqueta de Tenis Adultos K-FIT;K-Fit;Tenis;1;7990.00;3168;70.49;0.0105;Regular;Entregado;wivo;2000016079634938;2000016079634938
2026-04-21;Mercado Libre;R6471;Panel Calefactor 425W WIFI;B-Fresh;Calefacción Interior;1;84990.00;29881;15239.00;0.2134;Regular;Entregado;wivo;2000012612540297;2000016080364640
2026-04-21;Mercado Libre;R6471;Panel Calefactor 425W WIFI;B-Fresh;Calefacción Interior;1;84990.00;29881;15239.00;0.2134;Regular;Sin Información;wivo;2000012612540297;2000016080364640
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Sin Información;wivo;2000012622731933;2000016090128514
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Sin Información;wivo;2000012623351631;2000016090724616
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Sin Información;wivo;2000012607725217;2000016075712822
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Sin Información;wivo;2000016082421652;2000016082421652
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Sin Información;wivo;2000016076102590;2000016076102590
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Sin Información;wivo;2000012621923177;2000016089335068
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Entregado;wivo;2000016082421652;2000016082421652
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Entregado;wivo;2000016076102590;2000016076102590
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Entregado;wivo;2000012622731933;2000016090128514
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Entregado;wivo;2000012607725217;2000016075712822
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;1398.90;0.0925;Regular;Entregado;wivo;2000012623351631;2000016090724616
2026-04-21;Mercado Libre;R6547;Arenero Gatos Cerrado Gris 52x41x40.5;PetWoow;Higiene y Limpieza gatos;1;17990.00;7890;558.57;0.0369;Regular;Entregado;wivo;2000012621923177;2000016089335068
2026-04-21;Mercado Libre;R6561;Rascador de Gatos Petwoow 56x30x30;PetWoow;Cuidado y Refugios Gatos;1;9990.00;3864;920.71;0.1097;Regular;Entregado;wivo;2000016089047756;2000016089047756
2026-04-21;Mercado Libre;R6561;Rascador de Gatos Petwoow 56x30x30;PetWoow;Cuidado y Refugios Gatos;1;9990.00;3864;920.71;0.1097;Regular;Sin Información;wivo;2000016089047756;2000016089047756
2026-04-21;Mercado Libre;R6562;Rascador de Gatos Petwoow 44x40x40;PetWoow;Cuidado y Refugios Gatos;1;18990.00;8644;1207.92;0.0757;Regular;Sin Información;wivo;2000016089321948;2000016089321948
2026-04-21;Mercado Libre;R6562;Rascador de Gatos Petwoow 44x40x40;PetWoow;Cuidado y Refugios Gatos;1;18990.00;8644;1207.92;0.0757;Regular;Entregado;wivo;2000016089321948;2000016089321948
2026-04-21;Mercado Libre;R6565;Gimnasio para Bebés con Piano;GlowUp;Entrenamiento Bebé;1;12990.00;5461;903.54;0.0828;Regular;Entregado;wivo;2000012620824665;2000016088299676
2026-04-21;Mercado Libre;R6565;Gimnasio para Bebés con Piano;GlowUp;Entrenamiento Bebé;1;12990.00;5461;903.54;0.0828;Regular;Sin Información;wivo;2000012620824665;2000016088299676
2026-04-21;Mercado Libre;R6586;Multi Red Glowup;GlowUp;Juegos de Exterior;1;24990.00;5649;5102.09;0.2430;Regular;Sin Información;wivo;2000012615193881;2000016082873418
2026-04-21;Mercado Libre;R6586;Multi Red Glowup;GlowUp;Juegos de Exterior;1;24990.00;5649;5102.09;0.2430;Regular;Entregado;wivo;2000012615193881;2000016082873418
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Entregado;wivo;2000012620871097;2000016088321028
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Entregado;wivo;2000012614820917;2000016082544944
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Entregado;wivo;2000016075689082;2000016075689082
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Entregado;wivo;2000012612159861;2000016080010432
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Sin Información;wivo;2000016075689082;2000016075689082
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Sin Información;wivo;2000012614820917;2000016082544944
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Sin Información;wivo;2000012620871097;2000016088321028
2026-04-21;Mercado Libre;R6587;Cama Mascota Redonda Gris Oscuro 76x76x17;PetWoow;Descanso y Sueño;1;16990.00;6960;925.54;0.0648;Regular;Sin Información;wivo;2000012612159861;2000016080010432
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016088374380;2000016088374380
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;199.10;0.0198;Regular;Sin Información;wivo;2000016087759112;2000016087759112
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000012611644493;2000016079503948
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000012613492659;2000016081283522
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000012618633861;2000016086201584
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016084338658;2000016084338658
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016088658578;2000016088658578
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016089293070;2000016089293070
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000012618181009;2000016085772958
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016080329538;2000016080329538
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016078145582;2000016078145582
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000016078176644;2000016078176644
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Sin Información;wivo;2000012620783729;2000016088257088
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;199.10;0.0198;Regular;Entregado;wivo;2000016087759112;2000016087759112
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000012611644493;2000016079503948
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016078145582;2000016078145582
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016088374380;2000016088374380
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016084338658;2000016084338658
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000012620783729;2000016088257088
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016080329538;2000016080329538
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000012618181009;2000016085772958
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000012613492659;2000016081283522
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000012618633861;2000016086201584
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016088658578;2000016088658578
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016078176644;2000016078176644
2026-04-21;Mercado Libre;R6598;Termoventilador Bfresh BF-150;B-Fresh;Calefacción Interior;1;11990.00;5173;1039.44;0.1032;Regular;Entregado;wivo;2000016089293070;2000016089293070
2026-04-21;Mercado Libre;R6599;Termoventilador Cerámico Bfresh BF-500;B-Fresh;Calefacción Interior;1;16990.00;9361;-1047.73;-0.0734;Regular;Entregado;wivo;2000012611114793;2000016078982890
2026-04-21;Mercado Libre;R6599;Termoventilador Cerámico Bfresh BF-500;B-Fresh;Calefacción Interior;1;16990.00;9361;-1047.73;-0.0734;Regular;Sin Información;wivo;2000012611114793;2000016078982890
2026-04-21;Mercado Libre;R6601;Estufa Infraroja Bfresh BF-IR10;B-Fresh;Calefacción Interior;1;74990.00;30315;7746.18;0.1229;Regular;Sin Información;wivo;2000012622806597;2000016090169754
